#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k141_1085 flag=0 multi=7.0000 len=204	0.0000	204	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_1086 flag=0 multi=438.9744 len=219	0.0000	219	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_1087 flag=0 multi=115.1994 len=6496	143.7017	6496	0.0000	100.0000	6496	1583	1528	0.4941	149	26.88
k141_1088 flag=0 multi=72.2231 len=2431	82.4072	2431	0.0000	100.0000	2431	348	322	0.5167	89	18.50
k141_1089 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6146	1	0.06
k141_1090 flag=1 multi=5.0000 len=332	0.9066	332	0.0000	90.6627	301	0	1	0.3588	1	0.29
k141_1092 flag=1 multi=1.0000 len=342	16.0205	342	0.0000	97.3684	333	7	13	0.3000	20	5.65
k141_1093 flag=1 multi=4.7271 len=1057	5.2167	1057	0.0000	100.0000	1057	15	4	0.7379	4	2.14
k141_1094 flag=0 multi=7.0000 len=8843	7.4641	8843	0.0000	100.0000	8843	117	103	0.7223	7	3.17
k141_1095 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3987	1	0.06
k141_1096 flag=1 multi=1.0000 len=304	0.9901	304	0.0000	99.0132	301	1	0	0.5083	1	0.11
k141_1097 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3854	1	0.06
k141_1098 flag=0 multi=27.0000 len=548	27.4453	548	0.0000	100.0000	548	22	31	0.6443	28	8.78
k141_1099 flag=1 multi=6.0000 len=7958	7.5249	7958	0.0000	100.0000	7958	99	100	0.7073	8	2.70
k141_1100 flag=1 multi=5.0000 len=1452	7.4607	1452	0.0000	100.0000	1452	16	20	0.7002	6	4.75
k141_1101 flag=0 multi=4.0000 len=4002	5.7209	4002	0.0000	100.0000	4002	45	32	0.7084	5	2.49
k141_1102 flag=0 multi=6.0000 len=300	1.0000	300	0.0000	100.0000	300	1	0	0.6811	1	0.06
k141_1103 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6113	1	0.06
k141_1104 flag=1 multi=1.0000 len=327	116.4954	327	0.0000	100.0000	327	71	65	0.3560	135	26.66
k141_1105 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3289	1	0.06
k141_1106 flag=0 multi=4.2022 len=873	5.7274	873	0.0000	100.0000	873	8	9	0.7641	6	3.18
k141_1107 flag=1 multi=3.0000 len=592	3.0490	592	0.0000	100.0000	592	2	4	0.6606	3	1.63
k141_1108 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6179	1	0.06
k141_1109 flag=0 multi=3.3113 len=896	2.6853	896	0.0000	82.3661	738	4	4	0.6723	2	2.16
k141_1110 flag=0 multi=91.8905 len=561	68.5455	561	0.0000	100.0000	561	62	71	0.3571	74	29.73
k141_1111 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6445	1	0.06
k141_1112 flag=1 multi=1.0000 len=368	0.8179	368	0.0000	81.7935	301	1	0	0.5316	1	0.39
k141_1113 flag=0 multi=85.3452 len=451	43.6386	451	0.0000	100.0000	451	41	27	0.3099	45	19.35
k141_1114 flag=0 multi=5.0000 len=1259	4.7816	1259	0.0000	92.6132	1166	8	12	0.7425	5	2.65
k141_1115 flag=0 multi=1.0000 len=318	0.9497	318	0.0000	94.9686	302	1	0	0.6977	1	0.22
k141_1116 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6379	1	0.06
k141_1117 flag=1 multi=6.0000 len=1352	5.3417	1352	0.0000	92.4556	1250	13	11	0.6020	6	3.28
k141_1118 flag=0 multi=56.0000 len=335	10.0060	335	0.0000	100.0000	335	6	7	0.3690	13	4.61
k141_1119 flag=1 multi=2.0670 len=320	0.9406	320	0.0000	94.0625	301	1	0	0.7375	1	0.24
k141_1120 flag=0 multi=5.0000 len=901	3.9989	901	0.0000	100.0000	901	6	7	0.7248	4	1.96
k141_1121 flag=1 multi=1.0000 len=442	1.3620	442	0.0000	100.0000	442	2	0	0.5698	1	0.48
k141_1122 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4053	1	0.06
k141_1123 flag=1 multi=6.0000 len=3618	6.5401	3618	0.0000	98.8391	3576	44	35	0.6817	7	3.53
k141_1124 flag=0 multi=2.7934 len=354	0.8503	354	0.0000	85.0282	301	1	0	0.7542	1	0.36
k141_1125 flag=0 multi=5.0649 len=9843	6.3431	9843	0.0000	100.0000	9843	99	109	0.7082	6	2.46
k141_1126 flag=1 multi=6.0000 len=4853	6.5096	4853	0.0000	100.0000	4853	48	57	0.6863	6	2.68
k141_1127 flag=0 multi=6.9663 len=10326	7.9016	10326	0.0000	100.0000	10326	136	136	0.6904	7	3.03
k141_1128 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5216	1	0.06
k141_1129 flag=0 multi=4.0000 len=290	1.9034	290	0.0000	100.0000	290	1	1	0.6844	2	0.32
k141_1130 flag=1 multi=6.0000 len=6816	7.2221	6816	0.0000	100.0000	6816	83	81	0.6592	7	2.55
k141_1131 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6312	1	0.06
k141_1132 flag=1 multi=4.0000 len=453	3.2009	453	0.0000	99.7792	452	2	3	0.6671	3	1.19
k141_1133 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3887	1	0.06
k141_1134 flag=0 multi=6.0000 len=5500	8.6544	5500	0.0000	100.0000	5500	79	80	0.6985	8	3.02
k141_1135 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7043	1	0.06
k141_1136 flag=1 multi=5.0000 len=4015	6.8224	4015	0.0000	100.0000	4015	47	44	0.6793	7	3.24
k141_1137 flag=1 multi=7.0000 len=16474	7.7761	16474	0.0000	99.9818	16471	215	211	0.7002	7	3.55
k141_1138 flag=0 multi=38.4765 len=29044	49.9815	29044	0.0000	100.0000	29044	2392	2434	0.5815	50	7.63
k141_1139 flag=1 multi=1.0000 len=338	0.8905	338	0.0000	89.0533	301	1	0	0.4751	1	0.32
k141_1140 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6944	1	0.06
k141_1141 flag=1 multi=5.8896 len=12278	6.9102	12278	0.0000	100.0000	12278	143	139	0.6703	7	2.72
k141_1142 flag=0 multi=150.7026 len=373	23.7587	373	0.0000	100.0000	373	19	13	0.4969	26	8.52
k141_1143 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5581	1	0.06
k141_1144 flag=0 multi=2.0750 len=581	3.4561	581	0.0000	100.0000	581	4	3	0.6645	4	1.57
k141_1145 flag=1 multi=5.0000 len=4360	6.9732	4360	0.0000	100.0000	4360	53	48	0.7167	7	2.86
k141_1146 flag=0 multi=4.0673 len=2933	4.8964	2933	0.0000	100.0000	2933	22	26	0.6522	5	1.87
k141_1147 flag=0 multi=98.4478 len=409	17.6724	409	0.0000	100.0000	409	14	11	0.5326	18	6.17
k141_1149 flag=1 multi=3.0000 len=306	0.9837	306	0.0000	98.3660	301	1	0	0.7276	1	0.14
k141_1150 flag=1 multi=1.2383 len=334	0.9012	334	0.0000	90.1198	301	0	1	0.6279	1	0.30
k141_1151 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7209	1	0.06
k141_1152 flag=0 multi=5.0000 len=8590	7.3526	8590	0.0000	100.0000	8590	108	103	0.6901	7	2.32
k141_1153 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.2990	1	0.06
k141_1154 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3355	1	0.06
k141_1155 flag=1 multi=5.0000 len=305	0.9705	305	0.0000	97.0492	296	1	0	0.7143	1	0.18
k141_1156 flag=1 multi=5.9933 len=8304	6.1251	8304	0.0000	100.0000	8304	83	86	0.7053	6	2.69
k141_1157 flag=1 multi=5.0000 len=12265	6.5024	12265	0.0000	100.0000	12265	134	131	0.6732	7	2.35
k141_1158 flag=0 multi=345.0000 len=305	109.5803	305	0.0000	100.0000	305	63	65	0.3776	123	23.65
k141_1159 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3256	1	0.06
k141_1160 flag=1 multi=1.0000 len=341	0.8827	341	0.0000	88.2698	301	1	0	0.5714	1	0.32
k141_1161 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6080	1	0.06
k141_1162 flag=0 multi=5.3360 len=23723	6.8590	23723	0.0000	100.0000	23723	270	271	0.6865	6	2.56
k141_1163 flag=0 multi=1.0000 len=338	0.8905	338	0.0000	89.0533	301	1	0	0.6811	1	0.32
k141_1164 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3389	1	0.06
k141_1165 flag=1 multi=4.0000 len=3640	5.4569	3640	0.0000	100.0000	3640	32	34	0.6974	5	2.88
k141_1166 flag=0 multi=1.0000 len=333	0.9039	333	0.0000	90.3904	301	1	0	0.7243	1	0.30
k141_1167 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5249	1	0.06
k141_1168 flag=0 multi=55.2594 len=30140	72.9029	30140	0.0000	100.0000	30140	3689	3622	0.4317	73	8.48
k141_1169 flag=1 multi=4.0000 len=3037	4.4587	3037	0.0000	100.0000	3037	21	24	0.7246	5	2.26
k141_1170 flag=1 multi=1.0000 len=396	0.0000	396	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_1171 flag=1 multi=5.0000 len=2512	5.8010	2512	0.0000	100.0000	2512	27	22	0.7097	6	1.96
k141_1172 flag=1 multi=1.0000 len=308	0.9773	308	0.0000	97.7273	301	1	0	0.5914	1	0.16
k141_1173 flag=1 multi=1.0000 len=301	32.1927	301	0.0000	100.0000	301	16	18	0.3386	34	5.33
k141_1174 flag=1 multi=6.0000 len=2032	6.4114	2032	0.0000	100.0000	2032	23	22	0.6810	7	3.55
k141_1175 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3688	1	0.06
k141_1176 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7375	1	0.06
k141_1177 flag=0 multi=5.0000 len=401	6.0399	401	0.0000	100.0000	401	6	3	0.6803	6	2.21
k141_1178 flag=1 multi=1.0000 len=357	0.8431	357	0.0000	84.3137	301	0	1	0.7874	1	0.37
k141_1179 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6744	1	0.06
k141_1180 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6777	1	0.06
k141_1181 flag=0 multi=101.4455 len=251	32.2271	251	0.0000	100.0000	251	20	14	0.4914	34	4.03
k141_1182 flag=1 multi=1.0000 len=362	10.5331	362	0.0000	85.0829	308	7	7	0.4677	14	5.54
k141_1183 flag=1 multi=1.0000 len=326	0.8926	326	0.0000	89.2638	291	0	1	0.6977	1	0.31
k141_1184 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3488	1	0.06
k141_1185 flag=0 multi=36.0000 len=324	7.7901	324	0.0000	100.0000	324	9	0	0.5556	9	2.31
k141_1186 flag=0 multi=4.0000 len=1035	3.9111	1035	0.0000	100.0000	1035	5	9	0.6486	4	1.45
k141_1188 flag=0 multi=417.5900 len=341	87.7771	341	0.0000	100.0000	341	48	59	0.3580	99	23.91
k141_1190 flag=0 multi=5.0000 len=6625	6.8353	6625	0.0000	100.0000	6625	71	81	0.6924	7	2.91
k141_1191 flag=1 multi=3.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6877	1	0.06
k141_1192 flag=1 multi=23.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3721	1	0.06
k141_1193 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6611	1	0.06
k141_1194 flag=1 multi=4.0000 len=320	0.8188	320	0.0000	81.8750	262	0	1	0.6379	1	0.39
k141_1195 flag=1 multi=4.8223 len=3068	6.1561	3068	0.0000	100.0000	3068	33	30	0.6888	6	2.30
k141_1196 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6246	1	0.06
k141_1197 flag=1 multi=3.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7043	1	0.06
k141_1198 flag=0 multi=6.0000 len=211	0.0000	211	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_1199 flag=1 multi=6.0000 len=593	3.4081	593	0.0000	100.0000	593	1	6	0.7342	3	1.34
k141_1201 flag=0 multi=5.0000 len=353	2.2918	353	0.0000	95.7507	338	1	2	0.7010	2	0.83
k141_1202 flag=0 multi=8.2102 len=1992	7.1837	1992	0.0000	100.0000	1992	21	27	0.6724	7	2.47
k141_1203 flag=0 multi=152.7962 len=406	103.0985	406	0.0000	100.0000	406	85	67	0.4791	103	33.31
k141_1204 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5382	1	0.06
k141_1205 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6213	1	0.06
k141_1206 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4618	1	0.06
k141_1207 flag=1 multi=6.0000 len=9745	7.0694	9745	0.0000	100.0000	9745	113	116	0.7074	7	2.76
k141_1208 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7641	1	0.06
k141_1209 flag=1 multi=1.0000 len=401	38.3392	401	0.0000	100.0000	401	25	27	0.3963	46	16.58
k141_1210 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6578	1	0.06
k141_1212 flag=0 multi=3.3662 len=283	5.8551	283	0.0000	100.0000	283	4	2	0.6096	6	0.49
k141_1213 flag=0 multi=37.1639 len=15545	48.6447	15545	0.0000	100.0000	15545	1282	1236	0.5440	49	7.94
k141_1214 flag=1 multi=1.0000 len=338	0.0000	338	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_1215 flag=1 multi=5.9459 len=15945	6.8140	15945	0.0000	100.0000	15945	181	180	0.7063	7	2.69
k141_1216 flag=1 multi=4.4852 len=1458	5.5713	1458	0.0000	100.0000	1458	17	10	0.7559	6	2.84
k141_1217 flag=0 multi=5.0000 len=1554	5.5476	1554	0.0000	100.0000	1554	13	16	0.6504	5	2.33
k141_1218 flag=1 multi=5.8029 len=10537	6.7651	10537	0.0000	100.0000	10537	120	117	0.6989	7	2.38
k141_1219 flag=0 multi=1.0000 len=282	11.2695	282	0.0000	100.0000	282	7	5	0.3350	12	2.07
k141_1220 flag=0 multi=1.0000 len=402	1.4975	402	0.0000	95.2736	383	2	0	0.6296	2	0.59
k141_1221 flag=0 multi=54.0969 len=33131	71.3531	33131	0.0000	100.0000	33131	3886	3970	0.4004	72	10.27
k141_1222 flag=1 multi=6.0000 len=5859	5.5465	5859	0.0000	99.6928	5841	56	52	0.7051	5	1.87
k141_1223 flag=0 multi=6.0000 len=2049	5.7042	2049	0.0000	99.1215	2031	20	19	0.6639	5	2.83
k141_1224 flag=0 multi=6.0000 len=456	1.2193	456	0.0000	80.0439	365	0	2	0.6694	1	0.76
k141_1225 flag=1 multi=1.0000 len=310	1.9387	310	0.0000	100.0000	310	1	1	0.7591	2	0.26
k141_1226 flag=0 multi=96.0603 len=1153	64.1605	1153	0.0000	100.0000	1153	116	138	0.4535	70	14.74
k141_1227 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4551	1	0.06
k141_1228 flag=0 multi=35.3964 len=4536	40.8774	4536	0.0000	100.0000	4536	314	305	0.5164	42	8.50
k141_1229 flag=0 multi=6.0000 len=3571	6.0375	3571	0.0000	100.0000	3571	38	34	0.6995	6	2.47
k141_1231 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4053	1	0.06
k141_1232 flag=1 multi=6.0000 len=351	0.8575	351	0.0000	85.7550	301	0	1	0.7342	1	0.35
k141_1233 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3455	1	0.06
k141_1235 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4053	1	0.06
k141_1236 flag=0 multi=5.0000 len=360	2.1889	360	0.0000	100.0000	360	1	2	0.6689	2	0.71
k141_1237 flag=1 multi=4.0231 len=357	0.8431	357	0.0000	84.3137	301	1	0	0.7409	1	0.37
k141_1238 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4385	1	0.06
k141_1239 flag=0 multi=1.0000 len=475	1.2674	475	0.0000	64.0000	304	2	0	0.6993	2	0.96
k141_1240 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7010	1	0.06
k141_1241 flag=0 multi=5.0000 len=3248	6.0727	3248	0.0000	100.0000	3248	34	32	0.6795	6	2.33
k141_1242 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3621	1	0.06
k141_1243 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6877	1	0.06
k141_1244 flag=0 multi=5.0000 len=5754	7.2181	5754	0.0000	99.3917	5719	69	69	0.6977	7	2.78
k141_1245 flag=1 multi=1.0000 len=307	13.9251	307	0.0000	100.0000	307	6	9	0.4233	15	2.58
k141_1246 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.5050	1	0.06
k141_1247 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3588	1	0.06
k141_1249 flag=1 multi=1.0000 len=311	0.0000	311	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_1250 flag=1 multi=1.0000 len=337	0.0000	337	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_1252 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4352	1	0.06
k141_1253 flag=0 multi=4.9284 len=13446	6.7092	13446	0.0000	100.0000	13446	152	148	0.7014	7	2.82
k141_1254 flag=0 multi=6.0000 len=622	3.0627	622	0.0000	100.0000	622	4	3	0.7038	3	1.07
k141_1255 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6080	1	0.06
k141_1256 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7243	1	0.06
k141_1257 flag=1 multi=4.6531 len=3404	6.6278	3404	0.0000	100.0000	3404	39	36	0.6967	7	2.49
k141_1258 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6013	1	0.06
k141_1259 flag=1 multi=1.0000 len=302	3.4073	302	0.0000	100.0000	302	2	2	0.3987	4	1.17
k141_1260 flag=0 multi=4.0000 len=718	3.7159	718	0.0000	100.0000	718	3	6	0.6803	3	1.96
k141_1261 flag=1 multi=2.0000 len=460	1.3087	460	0.0000	86.9565	400	1	1	0.6312	1	0.69
k141_1262 flag=0 multi=56.3134 len=5071	68.1980	5071	0.0000	100.0000	5071	585	569	0.3893	70	10.85
k141_1263 flag=0 multi=75.1738 len=866	50.7436	866	0.0000	100.0000	866	82	69	0.3712	59	14.32
k141_1264 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4286	1	0.06
k141_1265 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3654	1	0.06
k141_1266 flag=1 multi=1.0000 len=327	0.9205	327	0.0000	92.0489	301	0	1	0.7143	1	0.27
k141_1267 flag=1 multi=5.0000 len=3319	6.1967	3319	0.0000	100.0000	3319	35	34	0.6645	6	2.40
k141_1269 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7043	1	0.06
k141_1270 flag=1 multi=2.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6678	1	0.06
k141_1271 flag=1 multi=34.0000 len=318	0.0000	318	0.0000	0.0000	0	0	0	0.0000	0	0.00
k141_1272 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4120	1	0.06
k141_1273 flag=1 multi=1.0000 len=387	4.9251	387	0.0000	81.3953	315	6	1	0.3332	7	2.84
k141_1274 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4352	1	0.06
k141_1276 flag=1 multi=5.4280 len=17332	6.6221	17332	0.0000	99.9019	17315	196	186	0.6461	7	2.87
k141_1277 flag=1 multi=6.0000 len=329	3.8875	329	0.0000	100.0000	329	4	1	0.6963	5	1.47
k141_1278 flag=1 multi=1.4699 len=407	0.7396	407	0.0000	73.9558	301	0	1	0.7010	1	0.44
k141_1279 flag=1 multi=5.0000 len=1447	6.6393	1447	0.0000	100.0000	1447	17	15	0.6787	7	1.92
k141_1280 flag=1 multi=4.0000 len=1474	5.9220	1474	0.0000	100.0000	1474	13	16	0.6787	6	3.51
k141_1281 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3621	1	0.06
k141_1282 flag=0 multi=6.3594 len=422	6.3957	422	0.0000	100.0000	422	7	3	0.6581	7	3.00
k141_1283 flag=1 multi=1.0000 len=421	1.4299	421	0.0000	100.0000	421	1	1	0.3804	1	0.50
k141_1284 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3488	1	0.06
k141_1285 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4551	1	0.06
k141_1286 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3754	1	0.06
k141_1287 flag=0 multi=302.0000 len=256	3.8359	256	0.0000	100.0000	256	4	0	0.3646	4	0.53
k141_1288 flag=0 multi=6.0000 len=15579	7.0605	15579	0.0000	100.0000	15579	184	182	0.6936	7	2.46
k141_1289 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4718	1	0.06
k141_1290 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3189	1	0.06
k141_1291 flag=0 multi=3.0702 len=611	0.9640	611	0.0000	91.8167	561	1	1	0.6645	1	0.36
k141_1292 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.4153	1	0.06
k141_1293 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6611	1	0.06
k141_1294 flag=0 multi=3.0814 len=436	0.6904	436	0.0000	69.0367	301	1	0	0.6910	1	0.46
k141_1295 flag=1 multi=5.0000 len=5095	6.4326	5095	0.0000	100.0000	5095	56	53	0.6927	7	2.25
k141_1296 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.3787	1	0.06
k141_1297 flag=1 multi=4.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7309	1	0.06
k141_1298 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6811	1	0.06
k141_1299 flag=0 multi=5.9677 len=513	3.1520	513	0.0000	74.4639	382	3	3	0.7021	4	2.38
k141_1300 flag=1 multi=1.0000 len=311	0.9678	311	0.0000	96.7846	301	0	1	0.3522	1	0.18
k141_1301 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6777	1	0.06
k141_1302 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4718	1	0.06
k141_1303 flag=0 multi=6.0123 len=1036	4.2992	1036	0.0000	92.2780	956	7	8	0.6975	5	2.07
k141_1304 flag=0 multi=1.0000 len=488	4.2049	488	0.0000	89.7541	438	0	7	0.7252	4	2.23
k141_1305 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3588	1	0.06
k141_1306 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3654	1	0.06
k141_1307 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.5648	1	0.06
k141_1308 flag=0 multi=209.2113 len=283	54.2297	283	0.0000	100.0000	283	34	27	0.4944	60	9.18
k141_1309 flag=1 multi=2.0000 len=301	5.0797	301	0.0000	100.0000	301	3	3	0.6766	6	1.64
k141_1310 flag=1 multi=4.8894 len=3178	6.4390	3178	0.0000	100.0000	3178	35	33	0.6226	7	2.01
k141_1311 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6445	1	0.06
k141_1312 flag=0 multi=4.0000 len=1150	2.8235	1150	0.0000	100.0000	1150	4	7	0.6530	3	1.30
k141_1313 flag=0 multi=5.0000 len=1700	5.2300	1700	0.0000	100.0000	1700	12	18	0.6705	6	2.97
k141_1314 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.4718	1	0.06
k141_1315 flag=0 multi=5.0000 len=715	4.2098	715	0.0000	81.8182	585	4	6	0.6615	4	3.34
k141_1317 flag=0 multi=12.0000 len=950	12.6189	950	0.0000	100.0000	950	19	22	0.6289	12	4.39
k141_1318 flag=1 multi=1.0000 len=460	25.2283	460	0.0000	95.6522	440	20	20	0.3748	26	13.28
k141_1319 flag=1 multi=2.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7143	1	0.06
k141_1321 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6512	1	0.06
k141_1322 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.7010	1	0.06
k141_1323 flag=1 multi=2.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6146	1	0.06
k141_1324 flag=0 multi=5.0000 len=964	5.5965	964	0.0000	98.7552	952	11	7	0.6148	6	2.86
k141_1325 flag=1 multi=1.0000 len=315	0.9556	315	0.0000	95.5556	301	1	0	0.3422	1	0.21
k141_1326 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.3621	1	0.06
k141_1327 flag=1 multi=4.0000 len=2879	4.5992	2879	0.0000	100.0000	2879	23	21	0.6547	5	1.99
k141_1328 flag=0 multi=56.1766 len=32114	74.0154	32114	0.0000	100.0000	32114	3903	4001	0.4077	74	9.72
k141_1329 flag=0 multi=58.1825 len=23795	75.0517	23795	0.0000	100.0000	23795	2941	3000	0.3984	75	9.48
k141_1330 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	0	1	0.6844	1	0.06
k141_1331 flag=1 multi=2.0000 len=641	2.3479	641	0.0000	100.0000	641	0	5	0.7056	2	1.11
k141_1332 flag=1 multi=3.0000 len=350	0.8600	350	0.0000	86.0000	301	1	0	0.6279	1	0.35
k141_1333 flag=1 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.7010	1	0.06
k141_1334 flag=1 multi=6.9471 len=5344	7.0391	5344	0.0000	100.0000	5344	63	62	0.6819	7	3.00
k141_1335 flag=1 multi=1.0000 len=304	16.2796	304	0.0000	100.0000	304	11	6	0.4927	17	2.06
k141_1336 flag=1 multi=6.0000 len=14281	6.8012	14281	0.0000	100.0000	14281	164	159	0.6888	7	2.62
k141_1337 flag=0 multi=5.0694 len=17764	6.1907	17764	0.0000	100.0000	17764	185	181	0.6870	6	2.19
k141_1339 flag=0 multi=1.0000 len=301	1.0000	301	0.0000	100.0000	301	1	0	0.6678	1	0.06
